Museum	CatalogNumber	Subspecies	Piaggio	Sex	TotalLength	TailLength	HdftLength	EarLength	Weight	Basal	Condylo-basal	GrtstLength	NasalLength	NasalWidth	IncisiveForamen	ZygomaticWidth	MastoidWidth	InterorbitalBreadth	MaxillaryDiastema	PalatalLength	PalatalWidth	PostpalatalLength	InterpterygoidFossa 	AuditalTubeLength	AuditalTubeWidth	AlveolarLngSprChkth	Distb/wInfraorbitalFor	WidthAngularProcess	MandibleLength	MandibularDiastema	AlveolarLgthLwrChkth
FMNH	47045	rufa	olympica	NA	NA	NA	NA	NA	NA	65.34	69.62	72.06	24.01	12.55	6.91	57.08	53.51	11.07	19.95	46.84	5.66	18.34	4.89	24.16	9.23	17.26	16.43	24.55	51.7	14.08	17.6
HSU	4559	humboldtiana	coastal	NA	NA	NA	NA	NA	NA	60.97	64.95	67.98	24.94	10.65	6.13	47.17	44.67	12.68	17.73	42.18	5.41	18.53	4.92	20.57	10.4	16.42	16.17	20.38	47	11.01	15.71
HSU	1666	pacifica	pacifica	NA	NA	NA	NA	NA	NA	62.23	65.88	67.53	22.59	10.62	5.81	50.07	44.75	11.3	16.94	43.03	4.95	18.97	5.54	20.58	9.4	17.17	16.79	20.03	48.34	9.69	16.07
MVZ	28021	californica	californica	NA	NA	NA	NA	NA	NA	63.84	68.26	71.29	25.21	11.12	7.41	54.07	51.22	10.22	19.94	44.72	5.37	18.99	4.9	22.96	9.94	17.47	17.47	23.81	48.21	11.57	18.49
MVZ	65502	nigra	coastal	NA	NA	NA	NA	NA	NA	NA	65.03	68.03	23.24	10.26	NA	53.57	48.11	9.61	17.785	41.4	5.33	NA	NA	20.24	9.17	16.56	16	23.14	46.22	11.62	16.24
PSM	13514	pacifica	pacifica	NA	257.8	NA	NA	NA	NA	67.4	63.58	70.76	24.12	10.43	5.62	53.91	51.96	7.69	20.01	45.55	4.21	18.09	4.27	23.66	10.21	18.82	15.9	21.53	47.34	11.42	16.67
PSM	13515	pacifica	pacifica	NA	258	NA	NA	NA	NA	65.15	61.71	68.2	23.54	9.89	6.59	52.28	47.9	11.16	18.72	44.34	3.86	17.63	4.17	20.51	9.33	16.39	16.26	19.75	44.8	10.2	16.96
PSM	13516	pacifica	pacifica	NA	NA	NA	NA	NA	NA	65.65	61.96	68.75	22.57	9.85	6.74	51.8	47.62	11.27	20.46	43.4	5.18	18.6	4.65	21.38	9.79	18.27	15.43	21.63	44.15	11.76	16.8
PSM	13517	pacifica	pacifica	NA	260.1	NA	NA	NA	NA	66.36	63.1	69.36	23.25	10.4	6.41	49.43	49.12	10.12	20.05	45.1	4.64	17.99	4.96	21.59	9.7	18.22	15.96	19.83	45.06	11.92	16.52
PSM	13783	pacifica	pacifica	NA	248.9	NA	NA	NA	NA	63.89	59.85	67.21	21.82	10.92	5.49	49.42	45.01	10.2	17.94	41.22	5.91	18.74	5.52	21.65	9.79	17.36	16.08	19.76	42.74	10.61	16.25
PSM	14269	pacifica	pacifica	NA	268	NA	NA	NA	NA	70.74	67.22	73.25	24.77	11.75	6	57.58	54.22	10.92	20.44	46.95	5.13	20.23	5.75	22.55	9.86	18.82	15.99	20.61	48.33	12.18	17.88
PSM	14663	pacifica	pacifica	NA	NA	NA	NA	NA	NA	66.36	62.13	68.85	23.25	11.93	5.68	54.81	53.88	9.79	20.2	45.44	5.82	16.92	5.76	21.43	9.76	16.92	16.16	22.46	46.69	12.4	16.82
PSM	14321a	pacifica	pacifica	NA	295.6	NA	NA	NA	NA	70.1	66.09	73.1	24.99	11.43	5.22	55.23	51.6	12.74	21.72	47.09	6.29	19.17	4.77	23.55	9.96	18.24	17.28	21.34	47.37	12.94	17.74
PSM	509	rainieri	olympica	NA	NA	NA	NA	NA	NA	69.62	65.25	72.39	26.84	13.27	6.21	54.14	51.69	11.19	20.21	46.75	5.56	18.91	4.33	23.85	10.09	19.24	16.66	21.92	46.52	11.85	17.87
USNM	38723	pacifica	pacifica	NA	NA	NA	NA	NA	NA	60.27	NA	69.4	24.89	10.4	6.28	53.58	50.39	11.11	18.2	43.34	4.91	16.73	5.18	20.51	8.86	16.43	15.12	22.12	45.28	11.53	16.26
USNM	22204	pacifica	pacifica	NA	NA	NA	NA	NA	NA	60.57	64.64	66.96	21.45	11.42	5.81	51.11	46.59	11.4	18.06	43.13	5	17.44	5.08	20.91	10.37	16.85	16.34	22.31	47.12	11.89	16.77
USNM	22938	phaea	coastal	NA	330	45	NA	NA	NA	59.33	63.04	65.7	22.2	9.23	6.56	50.76	45.93	11.28	17.78	40.84	4.84	18.3	4.23	19.76	9.15	16.54	14.45	21.74	46.14	11.09	16.61
USNM	230138	rainieri	olympica	NA	NA	NA	NA	NA	NA	69.47	74.07	77.51	28.1	12.75	7.79	61.25	55.95	10.9	20.17	48.22	6.81	20.72	5	23.82	10.49	18.7	19.04	25.77	52.98	12.74	18.55
USNM	119792	rufa	rufa	NA	370	34	57	NA	NA	65.09	70.14	72.74	21.67	12.24	8.32	55.16	56.91	9.63	18.86	45.01	6.26	19.99	6.32	22.73	10.36	16.94	17	25.63	50.83	12.6	17.04
USNM	3942	rufa	olympica	NA	NA	NA	NA	NA	NA	66.31	70.55	74.6	25.28	12.99	6.18	56.61	NA	10	18.68	46.87	4.76	19.57	4.92	NA	10.93	17.64	17.06	NA	50.56	11.8	17.93
USNM	235022	rufa	olympica	NA	361	NA	61	NA	NA	68.22	73.23	75.55	27.71	NA	8.62	57.36	55.46	8.47	20.77	46.86	5.36	21.05	5.22	23.66	9.81	17.51	17.13	23.18	51.05	12.6	17.27
UWBM	20208	rainieri	olympica	NA	NA	NA	NA	NA	NA	69.22	64.95	71.38	24.59	11.95	6.88	54.73	49.61	11.31	20.34	45.82	5.4	19.29	4.71	22.27	10	18.45	15.87	21.95	46.36	11.59	17.81
UWBM	15193	rufa	olympica	NA	NA	NA	NA	NA	NA	68.31	64.12	71.09	25.3	10.51	6.29	51.79	50.48	10.47	20.52	45.85	4.87	18.33	4.94	23.28	10.05	19.17	15.42	20.91	46.66	12.65	17.7
UWBM	20639	rufa	olympica	NA	NA	NA	NA	NA	NA	71.42	66.88	74.94	25.83	11.97	6.49	56.33	53.93	10.88	21.45	47.59	5.26	19.43	5.13	25.22	9.83	20.16	18.14	22.87	49.43	12.76	17.85
																															
																															
																															
																															
																															
																					 										
